job_title,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,education_required,years_experience,industry,job_description_length,benefits_score,company_name,required_skill_1,required_skill_2,required_skill_3,required_skill_4,required_skill_5,salary (k)
AI Research Scientist,Senior,Freelance,Germany,Medium,Germany,Hybrid,PhD,5,Technology,1250,8.2,Quantum Computing Inc,Python,Deep Learning,PyTorch,Statistics,Docker,145.3
Data Scientist,Entry,Freelance,India,Small,India,Fully remote,Master,0,Healthcare,900,6.5,TechCorp Inc,SQL,Python,Tableau,,,42.1
Machine Learning Engineer,Executive,Contract,United States,Large,United States,No remote,Master,11,Finance,1780,7.8,Neural Networks Co,PyTorch,Kubernetes,AWS,Linux,AWS,220.5
Computer Vision Engineer,Mid,Contract,Canada,Medium,Canada,Hybrid,Bachelor,2,Automotive,1100,9.0,Autonomous Tech,Computer Vision,Python,TensorFlow,Git,,85.6
Head of AI,Executive,Part-time,Switzerland,Small,Switzerland,Fully remote,PhD,18,Consulting,1550,6.9,Algorithmic Solutions,Machine Learning,Python,GCP,Data Visualization,Statistics,285.4
NLP Engineer,Senior,Freelance,France,Large,France,No remote,Master,7,Media,1950,7.5,Advanced Robotics,NLP,PyTorch,Hadoop,SQL,,130.0
AI Consultant,Entry,Contract,United Kingdom,Small,United Kingdom,Fully remote,Bachelor,1,Energy,1300,5.5,Future Systems,Python,Spark,SQL,Docker,Spark,60.3
Robotics Engineer,Executive,Freelance,Japan,Medium,Japan,No remote,Bachelor,14,Manufacturing,2200,8.8,Cognitive Computing,C++,Linux,ROS,Python,,190.2
Data Engineer,Mid,Freelance,Sweden,Large,Sweden,Hybrid,Associate,3,Telecommunications,850,9.5,Cloud AI Solutions,SQL,Python,Azure,,,95.0
AI Architect,Senior,Full-time,Netherlands,Small,Netherlands,No remote,PhD,9,Gaming,1650,7.0,DeepTech Ventures,System Design,TensorFlow,Kubernetes,Data Visualization,Deep Learning,165.8
Autonomous Systems Engineer,Entry,Freelance,South Korea,Medium,South Korea,Hybrid,Master,0,Transportation,1400,8.0,DataVision Ltd,Python,Simulation,Linux,,,55.0
Principal Data Scientist,Executive,Freelance,Australia,Large,Australia,Fully remote,PhD,12,Retail,2050,9.2,Machine Intelligence Group,Statistics,Python,Spark,Scala,,240.0
ML Ops Engineer,Mid,Freelance,Israel,Small,Israel,No remote,Associate,4,Government,1020,6.0,Predictive Systems,Docker,Kubernetes,Azure,Git,Java,105.4
AI Specialist,Executive,Part-time,China,Large,China,Fully remote,Master,16,Education,1850,7.3,AI Innovations,Python,Java,Hadoop,,,210.3
Research Scientist,Senior,Freelance,Norway,Medium,Norway,Hybrid,PhD,6,Energy,1500,8.4,Smart Analytics,PyTorch,Mathematics,GCP,R,,138.9
Deep Learning Engineer,Executive,Contract,Denmark,Small,Denmark,No remote,Bachelor,19,Finance,2100,5.8,Digital Transformation LLC,Python,TensorFlow,Computer Vision,Data Visualization,Data Visualization,270.0
AI Software Engineer,Senior,Full-time,Austria,Large,Austria,Hybrid,Master,8,Telecommunications,1700,9.8,TechCorp Inc,Java,Spring Boot,Docker,SQL,,155.0
Data Analyst,Entry,Freelance,Ireland,Medium,Ireland,Fully remote,Associate,0,Consulting,950,7.0,Autonomous Tech,Excel,SQL,Tableau,,,48.5
Machine Learning Researcher,Executive,Full-time,Singapore,Medium,Singapore,No remote,PhD,13,Technology,1900,9.5,Algorithmic Solutions,Python,Research,PyTorch,Statistics,Mathematics,255.8
AI Product Manager,Mid,Freelance,Finland,Small,Finland,Hybrid,Master,2,Gaming,1150,8.1,Neural Networks Co,Product Management,AI Ethics,Python,,,110.2
AI Research Scientist,Senior,Full-time,Canada,Medium,Canada,Hybrid,PhD,7,Finance,1370,8.2,Neural Networks Co,Python,TensorFlow,Kubernetes,Git,,145.3
Data Engineer,Entry,Contract,India,Large,India,No remote,Bachelor,0,Technology,2100,6.0,TechCorp Inc,SQL,Python,Azure,Docker,Spark,45.0
Machine Learning Engineer,Executive,Part-time,United States,Small,United States,Fully remote,Master,14,Healthcare,1520,9.1,DataVision Ltd,PyTorch,Linux,GCP,Computer Vision,,220.0
Computer Vision Engineer,Mid,Freelance,Germany,Medium,Germany,Hybrid,Master,4,Automotive,1120,7.8,Autonomous Tech,Computer Vision,Python,TensorFlow,Scala,Docker,95.5
AI Architect,Executive,Full-time,Switzerland,Large,Switzerland,No remote,PhD,18,Telecommunications,1900,5.5,Quantum Computing Inc,MLOps,Java,AWS,Statistics,,310.0
Data Scientist,Entry,Part-time,France,Small,France,Fully remote,Master,1,Retail,760,9.5,Algorithmic Solutions,R,SQL,Hadoop,,,60.0
NLP Engineer,Executive,Contract,United Kingdom,Small,United Kingdom,Hybrid,Associate,11,Media,1680,6.7,Predictive Systems,NLP,Deep Learning,PyTorch,Python,Git,185.0
Robotics Engineer,Senior,Freelance,Japan,Large,Japan,No remote,Bachelor,6,Manufacturing,1430,8.0,Advanced Robotics,C++,Linux,ROS,Python,,115.0
Head of AI,Executive,Part-time,Norway,Medium,Norway,Fully remote,PhD,20,Energy,1760,7.0,Machine Intelligence Group,Strategy,Python,SQL,Data Visualization,,280.0
AI Software Engineer,Mid,Full-time,Singapore,Medium,Singapore,No remote,Bachelor,2,Gaming,1850,9.2,Cognitive Computing,Java,Spark,Docker,Mathematics,Statistics,88.0
Principal Data Scientist,Senior,Freelance,Australia,Large,Australia,Hybrid,Master,9,Government,1340,8.8,DeepTech Ventures,Statistics,R,Tableau,PyTorch,,160.0
ML Ops Engineer,Entry,Contract,Netherlands,Small,Netherlands,Fully remote,Associate,0,Consulting,1000,6.5,Future Systems,Docker,Kubernetes,AWS,,,55.0
Deep Learning Engineer,Executive,Contract,South Korea,Medium,South Korea,No remote,PhD,16,Technology,2250,8.3,Digital Transformation LLC,Deep Learning,TensorFlow,Python,GCP,Hadoop,230.0
AI Consultant,Mid,Part-time,Sweden,Small,Sweden,Hybrid,Bachelor,3,Education,960,7.5,Cloud AI Solutions,Python,SQL,Azure,Git,AWS,105.0
Autonomous Systems Engineer,Executive,Full-time,Finland,Large,Finland,No remote,Master,10,Transportation,1555,9.7,Smart Analytics,Computer Vision,C++,Linux,Kubernetes,,235.0
Research Scientist,Senior,Freelance,Israel,Medium,Israel,Fully remote,PhD,5,Defense,2020,7.2,AI Innovations,PyTorch,Mathematics,Data Visualization,Scala,,140.0
Data Analyst,Executive,Part-time,Denmark,Small,Denmark,Hybrid,Associate,12,Real Estate,1780,8.5,Autonomous Tech,SQL,Tableau,Python,Data Visualization,Java,155.0
AI Specialist,Entry,Freelance,China,Medium,China,No remote,Bachelor,1,Telecommunications,560,6.9,Neural Networks Co,Python,Git,SQL,,,70.0
AI Product Manager,Senior,Full-time,United States,Large,United States,No remote,Master,8,Finance,1490,8.0,Quantum Computing Inc,Product Management,AWS,Python,Scala,Computer Vision,175.0
Machine Learning Researcher,Executive,Contract,Austria,Small,Austria,Fully remote,PhD,15,Healthcare,1440,9.3,Algorithmic Solutions,TensorFlow,PyTorch,Linux,Spark,,250.0
Head of AI,Executive,Contract,Switzerland,Medium,Switzerland,Hybrid,PhD,14,Finance,2340,8.9,DeepTech Ventures,TensorFlow,Python,Kubernetes,MLOps,AWS,289.5
